category,datetime,headline,id,image,related,source,summary,url
company,1627999081,"Sealed Air (SEE) Q2 Earnings Miss Estimates, '21 View Up",69468818,https://s.yimg.com/uu/api/res/1.2/ShfhwtDyA2WzDBKdAL7M8Q--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/6f2cab89bf2cbad1966358e04258e202,PNR,Yahoo,Sealed Air's (SEE) Q2 top-line results reflect benefits from solid demand for automated and sustainable packaging solutions.,https://finnhub.io/api/news?id=4280dd1c9823005ec2cad8824f0cd538df1cfc24827f1dd8a1adb61f92221ced
company,1627924560,Pentair PLC stock outperforms competitors on strong trading day,69462204,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC rose 1.06% to $74.45 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=7eaacf8e416317906225396c51311067d9bb2833e310d90dc5a13dae6819ff5e
company news,1588089604,Are You Looking for a Top Momentum Pick? Why Silgan Holdings (SLGN) is a Great Choice,605796,https://s.yimg.com/uu/api/res/1.2/cFv77ACp7ji3Ne9.tbVCjg--~B/aD02MDA7dz05MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-us/zacks.com/ac90b3d74679f6d01a122aa033d8a9a4,PNR,YAHOO,Does Silgan Holdings (SLGN) have what it takes to be a top stock pick for momentum investors? Let's find out.,https://finnhub.io/api/news?id=2cad7a612cc54856e218bc746f629a6ed816361bbf32e0cd7e029c608a278910
company,1627910101,"Pentair plc (PNR) Soars to 52-Week High, Time to Cash Out?",69452168,https://s.yimg.com/uu/api/res/1.2/7h8ntzJXcDOdVmDKQ08gRg--~B/aD02MDA7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/e8e4b0344809eaac6d73c9fd25fd180a,PNR,Yahoo,"Pentair plc (PNR) is at a 52-week high, but can investors hope for more gains in the future? We take a look at the company's fundamentals for clues.",https://finnhub.io/api/news?id=6c31ea8f4f217fcae1b52c8666d009b4157696d933e85b2af2946811d7f23ac7
company,1627909261,"AGCO Corp's (AGCO) Q2 Earnings & Sales Top Estimates, Shares Up",69448339,https://s.yimg.com/uu/api/res/1.2/MX3Ymci0.N_ggA93Cx4jMQ--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/30a16cf29adcb5e8d3fc109971d25783,PNR,Yahoo,AGCO Corp's (AGCO) Q2 bottom-line results reflect strong margin expansion across all segments.,https://finnhub.io/api/news?id=783f60d33e5e5ffd443ba933c90f4c46ea31573ff7329b94b50fe4bec41c8d43
company,1627816925,Dividend Champion And Contender Highlights: Week Of August 1,69432628,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1072593728/medium_image_1072593728.jpg,PNR,SeekingAlpha,A weekly summary of dividend activity for Dividend Champions and Contenders. Companies which changed their dividends. Companies with upcoming ex-dividend dates.,https://finnhub.io/api/news?id=742f0a4c9ec02cdbcf2ce3b029094c290a8cc405fb77ec0a8a75ef044bdb0cd8
company,1627665360,"Pentair PLC stock rises Friday, outperforms market",69462205,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC rose 1.25% to $73.67 Friday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=545faf6b423daa08835ce83ce8f5eb95ef725565778c2fd8dad4438a6c6fd2a9
company,1627662004,Can Pentair plc (PNR) Run Higher on Rising Earnings Estimates?,69421742,https://s.yimg.com/uu/api/res/1.2/I67vygGrP1BjgOjVx.apeA--~B/aD03Mjg7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/b9775f315e7b6c4ada6e36d0048a929a,PNR,Yahoo,"Pentair plc (PNR) shares have started gaining and might continue moving higher in the near term, as indicated by solid earnings estimate revisions.",https://finnhub.io/api/news?id=d413126c883e706ae6cdaf8a1ea675d350d2d0d75fcb6ed080cb2de359952099
company,1627651321,"Grainger (GWW) Earnings & Sales Miss Estimates in Q2, Up Y/Y",69411070,https://s.yimg.com/uu/api/res/1.2/ShfhwtDyA2WzDBKdAL7M8Q--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/6f2cab89bf2cbad1966358e04258e202,PNR,Yahoo,Grainger's (GWW) Q2 top line gains on strong performance across the High-Touch Solutions North America (N.A.) and Endless Assortment segments.,https://finnhub.io/api/news?id=37ae210f9c700bc8724ff6015d3fa9df95ccdff1e4199666353cc0728c70461f
company,1627639380,Stocks That Hit 52-Week Highs On Friday,69405776,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,PNR,Benzinga," 
 
On Friday morning, 154 companies achieved new highs for the year.
Significant Points:

The largest company by market cap to break to a new 52-week high was Nike (...",https://finnhub.io/api/news?id=9d6a78bdf3603269682bc1efec3438ef0faf50fcf663b4f5a676cc30a8f5c1e6
company,1627627140,"Hendley & Co Inc Buys EOG Resources Inc, Amphenol Corp, Pentair PLC, Sells American Electric Power Co Inc, Agilent Technologies Inc, The Home Depot Inc",69420367,,PNR,GuruFocus,,https://finnhub.io/api/news?id=b9482a867df679e367374d04b4b4464971220e9b35a7e2ff68e767db99c7c491
company,1627579020,Pentair PLC stock outperforms competitors on strong trading day,69462206,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC rallied 2.06% to $72.76 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=4838436a2ec3b400a14735ba57b3a97ebf1ab8b3c4c99c07f5157d9306c22f83
company,1627492620,"Pentair PLC stock falls Wednesday, underperforms market",69462207,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC dropped 0.83% to $71.29 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=9d941b547d642e376f6876a0d6687e2f134efddae57cd0059944a1ec32a95f32
company,1627476852,"Lincoln Electric (LECO) Q2 Earnings & Sales Top Estimates, Up Y/Y",69370380,https://s.yimg.com/uu/api/res/1.2/64xdIOK_EeJIDCc2iX7R2Q--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/ab5d1a5fdb8391cec32b7ecdc768d2fc,PNR,Yahoo,Lincoln Electric's (LECO) second-quarter earnings benefit from strong demand across its end markets and improved productivity.,https://finnhub.io/api/news?id=c0817311d0f272a3db7fc0c77dec10e82427dae3f4f390bd34ec418dc0ff3841
company,1627468680,Stocks That Hit 52-Week Highs On Wednesday,69365138,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,PNR,Benzinga," 
 
This morning 84 companies reached new 52-week highs.
Areas of Interest:

Microsoft (NASDAQ:MSFT) was the largest company by market cap to set a new 52-week high this...",https://finnhub.io/api/news?id=ee0b4b11031c30ec2ed249e760022b5923195eb6c7ada88358907ee1de1cd087
company,1627454280,Pentair price target raised to $80 from $75 at Oppenheimer,69363661,,PNR,Thefly.com,Oppenheimer analyst Bryan... PNR,https://finnhub.io/api/news?id=7910058ef7eb51bab18fbdcf671df6a41f8bd62db422c49219f9a29fa2a04736
company,1627450680,Pentair price target raised to $86 from $81 at Citi,69363662,,PNR,Thefly.com,Citi analyst Andrew Kaplo... PNR,https://finnhub.io/api/news?id=4e2dca602940c85d5fc9be2da13cc23e93c849064b4273cfddffd1c33e430872
company,1627444836,Pentair plc (PNR) Q2 2021 Earnings Call Transcript,69353910,,PNR,Yahoo,"With me today is John Stauch, our President and Chief Executive Officer and Bob Fishman, our Chief Financial Officer.  On today's call, we will provide details on our second quarter performance, as outlined in this morning's press release.  Listeners are cautioned that these statements are subject to certain risks and uncertainties, many of which are difficult to predict and generally beyond the control of Pentair.",https://finnhub.io/api/news?id=695c6736b2285d5ef91f888435117f96f7cfe322114984dcc4e5d096ea92a4fc
company,1627413223,"Pentair Stock Gains On Strong Q2, Raised FY21 Outlook",69349357,https://s.yimg.com/uu/api/res/1.2/S1NUSAGZGzpCCGhf5vDeTA--~B/aD00MDA7dz02MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/Benzinga/788dbb312bb6e835b64386eb534d9ade,PNR,Yahoo,"View more earnings on PNRSee more from BenzingaClick here for options trades from BenzingaPultegroup Misses On Q2 Earnings But Sees Margin Expansion, Increase In ASPRockwell Automation Beats Q3 Estimates, Narrows FY21 Adjusted EPS Guidance© 2021 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",https://finnhub.io/api/news?id=5a1ab33e0c9be3ed4983d99790a532b6c47b2e55e35037761764eac1f5739a3d
company,1627406837,Pentair plc (PNR) CEO John Stauch on Q2 2021 Results - Earnings Call Transcript,69345317,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,PNR,SeekingAlpha,"Pentair plc (NYSE:PNR) Q2 2021 Results Earnings Conference Call July 27, 2021, 9:00 am ET Company Participants Jim Lucas - Senior Vice President, Treasurer, FP&amp;A and Investor Relations...",https://finnhub.io/api/news?id=3bc8b0f7966cb9cafbfd283f401c3f6d5a17980463f86902187145ea7eaf1322
company,1627406160,Pentair PLC stock outperforms market on strong trading day,69462208,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC advanced 4.64% to $71.89 Tuesday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=f719c679f05bf5c6eecc99447304a5428caf5815cbff0ced2e534a4d98a4fe9b
company,1627398780,"Pentair Stock Gains On Strong Q2, Raised FY21 Outlook",69368129,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/industrial_pic_127.jpg,PNR,Benzinga,"Pentair PLC (NYSE: PNR) reported second-quarter sales growth of 32% year-over-year to $941 million, beating the consensus estimate of $907.01 million. Core sales...",https://finnhub.io/api/news?id=bd50366aaedc04139a67d239c5ceac11a7d83984f016b0af3fee88237f996fb3
company,1627388832,"Pentair (PNR) Q2 Earnings Beat Estimates, Hikes '21 Guidance",69340984,,PNR,Yahoo,"Pentair (PNR) delivers better-than-expected second-quarter 2021 results on higher order levels. It ended the quarter with record backlog, which positions it well for improved 2021 results.",https://finnhub.io/api/news?id=5e223cab80318cf8950c6e6802928b4e958ef63ac9f2d4d97f74f79a8640598b
company,1627388112,Pentair plc (PNR) Q2 Earnings and Revenues Beat Estimates,69340986,,PNR,Yahoo,"Pentair plc (PNR) delivered earnings and revenue surprises of 5.00% and 3.33%, respectively, for the quarter ended June 2021. Do the numbers hold clues to what lies ahead for the stock?",https://finnhub.io/api/news?id=e808c3708a493658d042241134d5933fdfc6c99abfe0b99f3344c887b7d9ef75
company,1627383300,Pentair Reports Second Quarter 2021 Results,69340988,,PNR,Yahoo,"LONDON, July 27, 2021--Pentair plc today announced second quarter 2021 results.",https://finnhub.io/api/news?id=6a2a8c5563fde4ffb4d1d800949057fd3484897af45a85879588f8ea1bfe72f3
company,1627380567,Pentair plc 2021 Q2 - Results - Earnings Call Presentation,69332047,https://static.seekingalpha.com/assets/og_image_1200-29b2bfe1a595477db6826bd2126c63ac2091efb7ec76347a8e7f81ba17e3de6c.png,PNR,SeekingAlpha,The following slide deck was published by Pentair plc in conjunction with their 2021 Q2 earnings call.,https://finnhub.io/api/news?id=bb64f250a87baa6828df7b0d1fb480dda7924f7fda4bf047347f92fc46b5d342
company,1627370280,Recap: Pentair Q2 Earnings,69336595,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/sites/all/themes/bz2/images/bz-icon.png,PNR,Benzinga," 
Shares of Pentair (NYSE:PNR) remained unaffected after the company reported Q2 results.
Quarterly Results
Earnings per share increased 42.37% year over year to $0.84, which...",https://finnhub.io/api/news?id=cb5685b018a07f6ab807198a9711745b936f1c760f5d0a24ee519274aa9c5fd7
company,1627368900,Pentair Reports Second Quarter 2021 Results,69333871,,PNR,Business Wire,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=8d2e2b63124758db7e2101e336ad54389ad4ea5846a90655abe1f9921ff944b8
company,1627365600,"Pentair sees Q3 adjusted EPS 81c-85c, consensus 78c",69333872,,PNR,Thefly.com,Sees Q3 GAAP EPS from con... PNR,https://finnhub.io/api/news?id=309a8904e326c962666902f08088029c366edf9eb406f8639f9185ec82b63f02
company,1627365480,Pentair raises FY21 EPS view to $3.30-$3.40 from $3.10-$3.20,69333873,,PNR,Thefly.com,Consensus is for FY21 $3.... PNR,https://finnhub.io/api/news?id=349e446e9c5aaf5cb9fbf874cdc6250070552cdb1a84db5b88d7143484c8054b
company,1627365420,"Pentair reports Q2 adjusted EPS 84c, consensus 80c",69333874,,PNR,Thefly.com,"Reports Q2 revenue $941M,... PNR",https://finnhub.io/api/news?id=dd0cb096cc2348aa0e4e7091bbaebd722b83e0da71488a8a35b7cd2687c7f523
company,1627358580,"Earnings Scheduled For July 27, 2021",69333627,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/earnings_scheduled_1909.png,PNR,Benzinga," 
Companies Reporting Before The Bell
• Navios Maritime Partners (NYSE:NMM) is projected to report quarterly earnings at $2.93 per share on revenue of $146.03 million....",https://finnhub.io/api/news?id=608a5b3eba1b33f262b7ca8aebc0825dd99de2dc5b43ac2da16f1cd1b9193449
company,1627319760,"Pentair PLC stock rises Monday, outperforms market",69462209,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC inched 0.35% higher to $68.70 Monday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=1822ddef221b28df8ea69c0876573ef8afe9cb42b24d0d6ed4c8c9cec273dbad
company,1627302492,AGCO Corp (AGCO) to Report Q2 Earnings: What's in the Cards?,69325177,https://s.yimg.com/uu/api/res/1.2/ZhxIKO45kNVwVfoZQqo4ww--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/57e7c8493dbed26ac83e15354ed0ffaa,PNR,Yahoo,"AGCO Corp's (AGCO) Q2 results are likely to reflect benefits from improved commodity prices, replacement demand for farm equipment, as well as cost-control actions.",https://finnhub.io/api/news?id=8088568185df81e2c30a041e09c3d2a08ac71c44f5aec6c32e9b7c806253070c
company,1627284600,"Premarket Movers: MicroStrategy, Denali Therapeutics, TELUS Corp.",69358559,https://s.wsj.net/public/resources/MWimages/MW-HA919_barron_NS_20181226134502.png,PNR,MarketWatch,"With U.S. stock markets set to open in two hours, (MSTR) was up 14.5% in pre-market trading, and (COIN) was up 6.2%. (CANO), (PNR), and (DOCS) were all...",https://finnhub.io/api/news?id=7769226b735c0bbe9a93a5670e09d9474cdddb9f3dcf5e74932715988e44b808
company,1627060560,"Pentair PLC stock rises Friday, still underperforms market",69462212,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC inched 0.41% higher to $68.46 Friday, on what proved to be an all-around positive trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=aa9345be08df3961edd6031246be79f0b5d10bfef2f104cae8b523e1e0339d83
company,1627041311,"Sonoco (SON) Earnings Miss Estimates in Q2, Improve Y/Y",69292447,,PNR,Yahoo,Sonoco (SON) Q2 earnings and revenues improve year over year on solid demand recovery in industrial-related businesses and higher selling prices implemented to counter cost inflation.,https://finnhub.io/api/news?id=337dc0c52fd8049e4045ba6281407d8aef4576d9b278014d69e6675d892f3182
company,1626974160,"Pentair PLC stock falls Thursday, underperforms market",69462213,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC shed 1.39% to $68.18 Thursday, on what proved to be an all-around favorable trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=ddd6b89684e923a9122637324a0e84aa2d1f18ff12cb8a6a041acafb606719ea
company,1626887760,Pentair PLC stock underperforms Wednesday when compared to competitors,69462214,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC slumped 0.27% to $69.34 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=c46b8f5974ee3e676683e4f37d2cea79607f7395ba59e842ae9f23743d79f232
company,1626872581,Pentair (PNR) to Report Q2 Earnings: What's in the Offing?,69251066,,PNR,Yahoo,"Pentair's (PNR) second-quarter results are likely to reflect robust demand in the residential facing business, which will somewhat be offset by inflated input costs and supply chain headwinds.",https://finnhub.io/api/news?id=42d2b05932a643a25830849f2298e20ab53976fb39733583de0bd454f54c9d33
company,1626858002,"Pentair plc. (PNR) Ex-Dividend Date Scheduled for July 22, 2021",69243675,https://www.nasdaq.com/sites/acquia.prod/files/2019-05/0902-Q19%20Total%20Markets%20photos%20and%20gif_CC8.jpg?102978783,PNR,Nasdaq,"Pentair plc. (PNR) will begin trading ex-dividend on July 22, 2021. A cash dividend payment of $0.2 per share is scheduled to be paid on August 06, 2021.  Shareholders who purchased PNR prior to the ex-dividend date are eligible for the cash dividend payment.  This marks the 3rd",https://finnhub.io/api/news?id=491d69415cec05e94c6b74003a1c0e7c8dcd9e66ba947fb2ba267f0d8ff0d795
company,1626812100,New Pentair Smart Sump Controller Helps Protect Homes from Flooding,69241481,,PNR,Yahoo,"LONDON, July 20, 2021--Pentair introduces its connected sump pump controller to help minimize the risk of flooding at home.",https://finnhub.io/api/news?id=03d8d7208b5fe2da1f2115415b3da709da0bbdbc66bc9825eeb389457921c060
company,1626807727,Pentair plc (PNR) Earnings Expected to Grow: Should You Buy?,69241482,,PNR,Yahoo,Pentair plc (PNR) possesses the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,https://finnhub.io/api/news?id=492ed46ac4be6bd67286adbe8540e6fe54d6fdcfc219c939c4298d28c29c5d6f
company,1626801360,Pentair PLC stock outperforms market on strong trading day,69462215,https://images.mktw.net/im-220105/social,PNR,MarketWatch,"Shares of Pentair PLC rallied 2.84% to $69.53 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=25da65e22029c2d19ddea8f5b6c454634e0ecb9dbeea7de55a1256226d130d9d
company,1626797700,New Pentair Smart Sump Controller Helps Protect Homes from Flooding,69247485,,PNR,Business Wire,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=c16d8212475f4a8a976435b5c03278666f421f7d7841551f397b6eb21c153097
