category,datetime,headline,id,image,related,source,summary,url
company,1628702040,"Oracle Corp. stock falls Wednesday, underperforms market",69672158,https://images.mktw.net/im-220105/social,ORCL,MarketWatch,"Shares of Oracle Corp. shed 0.01% to $89.63 Wednesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=5dadd6b3a13e63b0a47d55f0028277f029de8e2fb36217b2d6fc889283213162
company,1628694843,Oracle (ORCL) Rolls Out MySQL Autopilot Feature: Key Takeaways,69625333,https://s.yimg.com/uu/api/res/1.2/4UImlos11YVRz_bPus7vxg--~B/aD00MDA7dz02MzU7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/44deeada4a931587093cfb55cec8bf0e,ORCL,Yahoo,Addition of new features like MySQL Autopilot is expected to boost the adoption of Oracle's (ORCL) MySQL database service and provide it a competitive edge.,https://finnhub.io/api/news?id=4e50e51ab0cb193833d2dd5717c41c68df9398fa8f5d2b9dc425d85f7653a40c
company,1628677800,"Despite Strengths, Oracle Stock Could Plateau From Here",69619241,https://investorplace.com/wp-content/uploads/2019/08/orcl-stock-2.jpg,ORCL,InvestorPlace,"Its cloud catalyst notwithstanding, it may start getting harder for investors to justify the continued bidding-up of ORCL stock",https://finnhub.io/api/news?id=12f3cc7eb47250ed778a20f7d02710c4ca7f273acabfc0455f19af4685936cd9
company,1628673767,"Fintech just saw an earnings bonanza, as Coinbase and Upstart report over 11-fold revenue growth",69626400,https://image.cnbcfm.com/api/v1/image/106868254-1618421405285-106868254-1618417666688-gettyimages-1232307013-COINBASE_IPO.jpg?v=1618421432,ORCL,CNBC,"Across the fintech landscape, valuations are surging and revenue is growing at historic rates as consumers turn to digital apps for banking and investing.",https://finnhub.io/api/news?id=f885271dc77cacd02a866f7895ce6ab1a26f9a0cb54a901db2aac02b9f547394
company,1628671295,IYW: Technology Dashboard For August,69613403,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1263041709/medium_image_1263041709.jpg,ORCL,SeekingAlpha,"A dashboard with metrics in technology industries. Value and quality scores, and their evolution since last month.",https://finnhub.io/api/news?id=7c3aca22f8448479a01f4d8fd371a03d4799215e54de569a40398d78f5a42c26
company,1628666220,GLOBAL BROKER RATINGS: M&G cut and MTU Aero Engines upgraded,69614217,,ORCL,Alliance News,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=eee32f411392a4de283ca4cc0720c6945e2d4b2f9e09a91cc818f42effc72a34
company,1628656740,"Krasney Financial LLC Buys SPDR S&P 400 Mid Cap Value ETF, SPDR Portfolio Intermediate Term Treasury ETF, JPMorgan Ultra-Short Municipal Income ETF, Sells Apple Inc, Vanguard Growth ETF, ",69614074,,ORCL,GuruFocus,,https://finnhub.io/api/news?id=965d3d60af7361c1fa21f70daa8b64584c3aa1d2df5861e3b35d051c6d475f8d
company,1628631909,Oracle (ORCL) Stock Sinks As Market Gains: What You Should Know,69607697,https://s.yimg.com/uu/api/res/1.2/0K2vxHTAGj_tGrBqjPJ8Cg--~B/aD02MDA7dz05MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/zacks.com/f889276f4a638f3c7a79c0e3e6b768c1,ORCL,Yahoo,"Oracle (ORCL) closed at $89.64 in the latest trading session, marking a -0.29% move from the prior day.",https://finnhub.io/api/news?id=70e990aa5fc11188063b8eec66e2883ba65b2b808f17548ebcb6585bc3ced03f
company,1628624100,"Barron’s Best: Moderna, Oracle, and 3 More Stock Picks That Have Trounced the Market This Year",69603139,,ORCL,Yahoo,"We're far from perfect, and we'll gladly admit when our calls go wrong, but we also don't mind bragging just a little bit when they go right.",https://finnhub.io/api/news?id=a121db5214136e7b412a8e5fc0a9174cc24c76d6d11f14b854585f7cd3e8f954
company,1628615640,"Oracle Corp. stock falls Tuesday, underperforms market",69672159,https://images.mktw.net/im-220105/social,ORCL,MarketWatch,"Shares of Oracle Corp. slid 0.29% to $89.64 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500 Index...",https://finnhub.io/api/news?id=8afd350de8090291e2c71cc8ffbd6f86db3880a70aca1d92c22eeec0ae1b370f
company,1628611200,Oracle Announces MySQL Autopilot for MySQL HeatWave Service,69602307,https://s.yimg.com/uu/api/res/1.2/oslYb_NGAhmY9yVtgGUzpg--~B/aD0xMjQ7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/prnewswire.com/fcf15a6fea0a84d064ee90bccdfcf4cb,ORCL,Yahoo,"Oracle today announced availability of MySQL Autopilot, a new component of MySQL HeatWave service, the in-memory query acceleration engine for MySQL Database Service in Oracle Cloud Infrastructure (OCI). MySQL Autopilot uses advanced machine learning techniques to automate HeatWave which make it easier to use and further improves performance and scalability. No other cloud vendor provides such advanced automation capabilities for their database offerings. Autopilot is available at no additional",https://finnhub.io/api/news?id=db5648e524b7848bb086c5a325e62ca8cec2c04b896096fa6736d9cf6cafed47
company,1628609700,"Barron’s Best: Moderna, Oracle, and 3 More Stock Picks That Have Trounced the Market This Year",69603930,https://images.barrons.com/im-362017/social,ORCL,MarketWatch,"We're far from perfect, and we'll gladly admit when our calls go wrong, but we also don't mind bragging just a little bit when they go right.",https://finnhub.io/api/news?id=1743a129cfe03612e4716a64a23a6eb97ca4c006f2ba9ceab63cb6961a09a288
company,1628596800,Oracle Announces MySQL Autopilot for MySQL HeatWave Service,69617953,,ORCL,PR Newswire,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,https://finnhub.io/api/news?id=9d68bb331d5460bb8a09c6f64f23feb3ed00c74274bf4d66a22c8321841f2ccf
company,1628593200,Data Center REITs: Go Big Or Go Home,69596856,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1249968881/medium_image_1249968881.jpg,ORCL,SeekingAlpha,Data Center REITs reported solid-but-unspectacular earnings results in Q2. Read more to see about their outlook as well as M&A and IPO activities.,https://finnhub.io/api/news?id=815eb8336516669377a7fa13b7bb77120aca631bc39c38c1f6d82d13a4960b77
company,1628583300,"Tuesday’s Top Analyst Downgrades and Upgrades: Akamai, Apple, Clorox, Fastly, Fisker, Fiserv, Oracle and More",69595446,https://247wallst.com/wp-content/uploads/2019/10/imageforentry13-gxq.jpg,ORCL,247WallSt,"Tuesday's top analyst upgrades and downgrades included Akamai Technologies, Apple, Array Technologies, Clorox, Fastly, Fisker, Fiserv and Oracle.",https://finnhub.io/api/news?id=63d8d1e2179e7a776fcc30cb72e0d69dbcbcd0b8ae87d2fcf83d963bd1d1fb23
company,1628578260,Oracle downgraded to Sell from Hold at DZ Bank,69597124,,ORCL,Thefly.com,DZ Bank analyst Ingo Werm... ORCL,https://finnhub.io/api/news?id=59a4d8cfffc96c51921edc74bed8d3a553e133d835ad19a894b6c2a7d2449f96
company,1628538207,Amazon cloud executive Charlie Bell is leaving after 23 years as shakeup continues at AWS,69607495,https://image.cnbcfm.com/api/v1/image/106924325-1628550280442-gettyimages-1149809222-_mg_7789_2019051721719311.jpeg?v=1628550331,ORCL,CNBC,"Charlie Bell was considered a candidate to become the head of AWS, but Amazon tapped Adam Selipsky, who had worked alongside Bell.",https://finnhub.io/api/news?id=7b474b4d02d4303a8c59e1f96de269bdb612ce7f2663c7862514961f0773381c
company,1628529240,Oracle Corp. stock outperforms competitors on strong trading day,69603932,https://images.mktw.net/im-220105/social,ORCL,MarketWatch,"Shares of Oracle Corp. inched 0.42% higher to $89.90 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=a83f892cc290f1014918e5b77460639c1cf3d6124e0837798f5e324f416dfaf1
company,1628497998,DIVB: A Dividend And Buyback Strategy,69577572,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1160957613/medium_image_1160957613.jpg,ORCL,SeekingAlpha,"Click here to read about DIVB's strategy and portfolio, past performance, valuation and key metrics.",https://finnhub.io/api/news?id=6c47bde9240f7a1064d07ef820257bac3716e79ae1888dbfeba82143e8fbeb3f
company,1628319600,5%-Yielding Takeda Pharma Could Triple In 5 Years,69560665,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/472280636/medium_image_472280636.jpg,ORCL,SeekingAlpha,Takeda Pharma offers a safe 5% yield yet it's 45% undervalued based on our analysis. There are risks but the stock could triple in the next three years.,https://finnhub.io/api/news?id=5cc1da217689a8ac43ea98e452d4871e6f1f7ff5da71914c4171c9cbfd45352a
company,1628281560,Dividend Income Summary: Lanny's July 2021 Summary,69555151,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/1276312812/medium_image_1276312812.jpg,ORCL,SeekingAlpha,"In July, we received a total of $1,147.79 of dividend income. Despite the pandemic from COVID-19, dividend income continues to grow, due primarily to additional investment and reinvestment.",https://finnhub.io/api/news?id=66ded8a9dcd4074714a94b63605958024ebe0ac920392a0e9b25c71a8358cbd3
company,1628276665,Is Oracle a Bet on the Cloud Worth Taking?,69571568,,ORCL,Yahoo,"InvestorPlace’s Louis Navellier recently suggested that Oracle’s (NASDAQ:ORCL) push into the cloud should help ORCL stock to continue moving higher. Source: Jonathan Weiss / Shutterstock.com Up 40% in the past six months and 61% over the past year, I’m not sure it’s the best short-term or long-term bet on the cloud. Here’s why.InvestorPlace - Stock Market News, Stock Advice & Trading Tips Oracle’s Cloud Offerings and ORCL Stock Search for the word “cloud” in Oracle’s latest 10-K ended May 31, an",https://finnhub.io/api/news?id=bee8cfd2f16dad786927588148bbc8e7e0dc4d125936c1ff74507c2bbe274a69
company,1628270040,"Oracle Corp. stock rises Friday, still underperforms market",69554776,https://images.mktw.net/im-220105/social,ORCL,MarketWatch,"Shares of Oracle Corp. inched 0.10% higher to $89.52 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=6f13f4911d1093536416ca9b4e48ddfb798fde0df0cef95ce9c3524bca296f05
company,1628236980,3 Stocks Insiders Are Selling,69543448,https://cdn.benzinga.com/files/imagecache/og_image_social_share_1200x630/images/story/2012/insider-selling_1.jpg,ORCL,Benzinga,"When insiders sell shares, it indicates their concern in the company’s prospects or that they view the stock as being overpriced. Either way, this signals an opportunity to...",https://finnhub.io/api/news?id=b8199e247062e6b940fc858d38d45394e2bfc249c3c9dfc74d1e895708d4308a
company,1628215440,Is Oracle a Bet on the Cloud Worth Taking?,69562009,https://investorplace.com/wp-content/uploads/2019/08/orcl-stock-3.jpg,ORCL,InvestorPlace,InvestorPlace’s Louis Navellier suggested Oracle’s Cloud Services could be the growth vehicle ORCL stock needs to move higher. Is he right?,https://finnhub.io/api/news?id=973db10c25b6e53b3ea373986662035489cbfc9bbb2882764c8b9e3b94a87e8e
company,1628183640,Oracle Corp. stock underperforms Thursday when compared to competitors,69554777,https://images.mktw.net/im-220105/social,ORCL,MarketWatch,"Shares of Oracle Corp. slumped 0.69% to $89.43 Thursday, on what proved to be an all-around positive trading session for the stock market, with the S&P 500...",https://finnhub.io/api/news?id=f2d321635a63bc73c71e58de9630bca8cc6c49a95a2709c0a38c0fefdcb82a88
company,1628165220,Oracle Has a Tough Fight in the New Cloud Battle,69542099,https://investorplace.com/wp-content/uploads/2019/08/orcl-stock-1.jpg,ORCL,InvestorPlace,"ORCL Stock is strong, but so too is the sea of competitors",https://finnhub.io/api/news?id=d96768e04f8ea66ff81ebe8a98c483ef380293b5ad7116c47ad395b6a8a13e29
company,1628162700,Jefferies software/Internet analyst to hold analyst/industry conference call,69543255,,ORCL,Thefly.com,"Software & Internet A... WDAY, PLAN, COUP, ORCL",https://finnhub.io/api/news?id=424729f09a5ee233bf35a633f254b805778fbc544ff49874b208df9119fb27a0
company,1628159100,Jefferies software/Internet analyst to hold analyst/industry conference call,69543256,,ORCL,Thefly.com,"Software & Internet A... WDAY, PLAN, COUP, ORCL",https://finnhub.io/api/news?id=7e6569eb962fb1d72287bebe51aad7557bcdf53b59d7079d9745a2c8072edf9f
company,1628154101,Tracking Yacktman Asset Management Portfolio - Q2 2021 Update,69513679,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/186805810/medium_image_186805810.jpg,ORCL,SeekingAlpha,Yacktman's 13F equity portfolio value increased from $9.57B to $10.31B this quarter.,https://finnhub.io/api/news?id=07e28c9e6ba9093deb5099d03c344a5c75a82b4ca4c64098605e67848bf5e7e0
company,1628135700,Jefferies software/Internet analyst to hold analyst/industry conference call,69517823,,ORCL,Thefly.com,"Software & Internet A... WDAY, PLAN, COUP, ORCL",https://finnhub.io/api/news?id=55c7d4951e9c5b711aded731abcc32d91db3a40418d193bcb4b76a0bc86d812c
company,1628135700,Jefferies software/Internet analyst to hold analyst/industry conference call,69517822,,ORCL,Thefly.com,"Software & Internet A... WDAY, PLAN, COUP, ORCL",https://finnhub.io/api/news?id=753dfc00015c85a1af6323c962d2a01e0d12a8fd8e15dd2b921b0a22febfef0b
company,1628113509,Oracle (ORCL) Gains As Market Dips: What You Should Know,69507142,https://s.yimg.com/ny/api/res/1.2/6n6gzc5kmSDGUNqHbbROvQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTIwMDA7aD0xNTY3/https://s.yimg.com/uu/api/res/1.2/UACuRym2G7Sc_7yqOtSLVQ--~B/aD0yMzUxO3c9MzAwMDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/zacks.com/c65fb4556b91b6c9dc83e4eff25fede0,ORCL,Yahoo,"In the latest trading session, Oracle (ORCL) closed at $89.98, marking a +0.27% move from the previous day.",https://finnhub.io/api/news?id=a56e5570f6bfb4283a9e91808c6a0ef93f8741c81612ed844eb19c820b2c647a
company,1628097240,Oracle Corp. stock outperforms market on strong trading day,69554778,https://images.mktw.net/im-220105/social,ORCL,MarketWatch,"Shares of Oracle Corp. inched 0.35% higher to $90.05 Wednesday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",https://finnhub.io/api/news?id=a34b97516a5a5ead27b5c2f44abb164ce5a8c06ec42cfe7d4a551492aeedd8a3
company,1628092153,15 Most Valuable B2B SaaS Companies,69494153,https://s.yimg.com/uu/api/res/1.2/QQPdQXYcgXv6zYwlmJPcMw--~B/aD01NjM7dz03NTA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/insidermonkey.com/92e02d1fb07ac20012c3948cb9d247c7,ORCL,Yahoo,"In this article, we are going to take a look at the 15 most valuable B2B SaaS companies. You can skip our detailed analysis of the B2B SaaS industry’s outlook for 2021, and go directly to the 5 Most Valuable B2B SaaS Companies. Before we get into our list, let’s develop an understanding of what […]",https://finnhub.io/api/news?id=6f86b38ad6a6c77d9bf3d703e21ea26056103d876e950eef0c42bbe2519fdbbe
company,1628082000,"Barb Ellison, Ex-Wife of Oracle’s Larry Ellison, Lists Oregon Horse Farm for $19.5 Million",69497808,https://images.wsj.net/im-379793/social,ORCL,DowJones,"The longtime horse breeder built the roughly 200-acre equestrian estate to include a 10,000-square-foot main house, a manager’s residence, an indoor horse arena and several barns.",https://finnhub.io/api/news?id=f8c6f10f6d7affb4391fd5b13dc37a8f12b43fe2dabdc6d852d7b9464e7af8d5
company,1628078400,Oracle to Add Payroll Support for India,69489106,https://s.yimg.com/uu/api/res/1.2/oslYb_NGAhmY9yVtgGUzpg--~B/aD0xMjQ7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/prnewswire.com/fcf15a6fea0a84d064ee90bccdfcf4cb,ORCL,Yahoo,"Oracle today announced that it plans to add support for India to Oracle Fusion Cloud Payroll, part of Oracle Fusion Cloud Human Capital Management (HCM). This new offering is intended to help make it faster and easier for local and multinational companies to pay workers in India while allowing customer to follow local regulations and practices. With the addition of Payroll for India, Oracle Cloud HCM will provide built-in payroll support for a total of 10 countries including Canada, China, Kuwai",https://finnhub.io/api/news?id=142799302535453a8ec46c2a6d7e1a40083d22b54cc5807a3b88b39efb85b2e1
company,1628078400,Telecom Fiji Improves Digital Experiences for Customers with Oracle,69487893,https://s.yimg.com/uu/api/res/1.2/oslYb_NGAhmY9yVtgGUzpg--~B/aD0xMjQ7dz00MDA7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/prnewswire.com/fcf15a6fea0a84d064ee90bccdfcf4cb,ORCL,Yahoo,"Today's customers demand flexible fixed and mobile service plans tailored to their unique lifestyle. To meet these expectations, Telecom Fiji Limited (Telecom) is going through a large transformation to deliver a fully digital experience to customers and offer new, customized services. Oracle Communications Policy Management running on Oracle Private Cloud Appliance infrastructure will support these efforts by enabling Telecom to provide flexible service plan and pricing options to customers. Or",https://finnhub.io/api/news?id=3b58aa425647932d2907abe7f775a5f6970d88ecc08c0f8ea465c408c81c3e2f
